area_sqft,bedrooms,bathrooms,stories,parking,age_years,latitude,longitude,distance_to_city_km,distance_to_school_km,distance_to_hospital_km,schools_within_2km,nearest_school_km,hospitals_within_2km,nearest_hospital_km,metro_within_2km,nearest_metro_km,parks_within_2km,shopping_within_2km,supermarkets_within_2km,crime_rate,property_tax,income_index,location,furnishing,has_garden,has_pool,price
2596.5,5,4,1,1,0.3,28.61187,77.18785,2.07,0.2,0.61,13,0.2,4,0.61,1,0.56,6,2,10,0.1519,96060.0,0.6936,Delhi,Semi-Furnished,Yes,No,23543347.0
1282.9,3,2,1,1,3.0,28.69113,77.18099,9.0,0.4,0.63,6,0.4,4,0.63,2,1.42,1,1,4,0.1325,66530.0,0.4114,Delhi,Unfurnished,No,No,10493117.0
2005.1,3,3,2,1,20.6,18.5165,73.89823,4.39,0.26,0.84,9,0.26,2,0.84,3,0.95,5,2,6,0.265,55621.0,0.6355,Pune,Semi-Furnished,Yes,No,12368189.0
1298.9,3,3,3,2,10.1,13.09346,80.25492,2.08,0.22,0.45,10,0.22,7,0.45,3,1.1,2,2,7,0.417,62270.0,0.7839,Chennai,Semi-Furnished,Yes,No,9290738.0
1727.6,3,3,3,0,7.2,13.0237,77.7268,15.42,0.79,1.62,5,0.79,5,1.62,1,1.63,3,2,3,,55287.0,0.7271,Bangalore,Semi-Furnished,Yes,Yes,13503109.0
2059.2,3,3,1,1,0.2,12.99546,80.39937,16.95,0.74,1.11,6,0.74,0,1.11,4,1.79,1,1,5,0.6261,65197.0,0.8407,Chennai,Unfurnished,No,No,9888688.0
550.0,1,2,2,1,0.0,13.01554,77.54148,7.54,0.42,0.39,9,0.42,6,0.39,2,0.95,3,3,5,0.0931,36095.0,0.668,Bangalore,Furnished,No,Yes,8103306.0
3417.3,6,5,2,0,21.1,19.1179,72.83318,6.59,0.6,0.59,11,0.6,7,0.59,0,1.06,3,4,8,0.2123,120000.0,0.7449,Mumbai,Semi-Furnished,No,No,29797570.0
2218.2,4,3,1,2,15.1,17.40568,78.53041,5.17,0.52,0.98,11,0.52,3,0.98,4,1.41,3,2,5,0.1861,80497.0,0.8393,Hyderabad,Furnished,Yes,No,14772495.0
1462.8,3,3,2,3,17.3,12.96596,77.45893,14.69,0.44,1.35,10,0.44,1,1.35,2,1.47,1,2,3,,63930.0,0.5881,Bangalore,Furnished,No,No,9905537.0
3102.8,5,4,4,1,20.6,12.82696,77.59202,16.06,0.31,1.13,2,0.31,1,1.13,0,1.22,3,1,2,0.2124,114036.0,0.5467,Bangalore,Unfurnished,No,Yes,17496150.0
1624.2,3,3,2,0,1.4,17.44851,78.36415,14.77,0.2,0.67,10,0.2,4,0.67,1,1.08,4,3,6,0.065,51830.0,0.5454,Hyderabad,Furnished,No,No,11438132.0
1936.1,3,2,1,2,3.8,17.292,78.18088,34.0,1.02,2.11,2,1.02,5,2.11,1,3.41,4,2,2,0.0367,63760.0,0.5004,Hyderabad,Unfurnished,No,No,8755964.0
1533.4,2,2,2,3,45.0,28.50936,77.17527,12.06,0.68,1.23,6,0.68,2,1.23,1,2.14,3,1,5,0.4256,52933.0,0.6152,Delhi,Unfurnished,Yes,No,9391435.0
2923.8,5,3,1,1,16.1,12.89492,77.52298,11.51,0.42,0.82,6,0.42,4,0.82,2,1.43,3,3,5,0.3768,79041.0,0.8842,Bangalore,Unfurnished,No,No,19025093.0
1781.8,3,3,2,2,24.6,18.43271,73.70407,18.78,0.76,1.43,3,0.76,3,1.43,2,1.53,0,2,3,0.2338,48800.0,0.3564,Pune,Furnished,No,No,8873120.0
1947.2,3,3,3,0,25.2,17.49261,78.568,14.73,0.58,1.13,5,0.58,2,1.13,3,1.44,2,0,3,0.2648,55209.0,0.7511,Hyderabad,Semi-Furnished,Yes,No,9739312.0
2632.5,5,4,2,1,11.3,17.42621,78.52126,5.86,0.34,0.48,11,0.34,3,0.48,0,0.58,2,4,6,0.3799,69483.0,0.8874,Hyderabad,Semi-Furnished,Yes,Yes,18298988.0
2230.3,3,2,3,0,15.5,12.97366,80.33405,13.91,0.41,0.88,11,0.41,3,0.88,2,1.27,2,2,1,0.036,64961.0,0.931,Chennai,Furnished,No,Yes,12935864.0
1814.7,3,3,2,1,45.0,13.04836,80.1193,16.81,0.64,1.08,7,0.64,3,1.08,1,1.42,0,1,3,0.1626,58896.0,0.6297,Chennai,Furnished,Yes,Yes,9929949.0
2571.8,4,3,1,1,14.9,19.10525,72.94239,7.52,0.67,0.63,7,0.67,3,0.63,1,0.92,2,3,9,0.073,120000.0,0.8862,Mumbai,Furnished,No,No,26832825.0
3500.0,5,5,2,1,17.2,12.97937,77.64871,5.92,0.41,0.68,6,0.41,4,0.68,4,1.12,3,3,4,0.076,120000.0,0.492,Bangalore,Furnished,Yes,No,24243848.0
2056.3,3,3,2,0,27.2,18.50061,73.87123,2.68,0.2,0.7,10,0.2,5,0.7,4,1.16,5,3,6,0.2993,60926.0,0.8831,Pune,Unfurnished,Yes,No,11654662.0
1925.9,4,3,1,0,0.8,19.10341,72.89701,3.66,0.2,0.7,10,0.2,5,0.7,3,1.59,3,3,10,0.1056,120000.0,0.4272,Mumbai,Semi-Furnished,No,Yes,20646167.0
1960.9,4,3,1,1,8.6,19.06045,72.90054,2.95,0.35,0.45,9,0.35,9,0.45,3,1.05,3,2,5,0.0225,120000.0,0.7316,Mumbai,Unfurnished,Yes,No,21917121.0
2701.8,4,3,2,1,16.1,12.94749,77.57622,3.33,0.27,0.54,10,0.27,3,0.54,1,0.82,4,4,6,0.0612,114879.0,0.626,Bangalore,Semi-Furnished,No,No,18430256.0
1460.5,3,2,1,1,11.5,18.45211,73.9153,9.77,0.2,1.16,8,0.2,7,1.16,1,0.53,2,4,1,0.1959,53907.0,0.7522,Pune,Furnished,Yes,No,8870912.0
1669.1,3,2,1,1,26.0,12.94849,77.61601,3.46,0.5,0.63,14,0.5,5,0.63,5,0.64,5,4,2,0.5097,64711.0,0.4903,Bangalore,Furnished,No,No,11220018.0
850.7,2,2,2,1,15.8,13.00566,77.56829,4.73,0.26,0.68,6,0.26,4,0.68,3,1.22,3,2,3,0.4155,50526.0,0.8278,Bangalore,Semi-Furnished,No,No,7951533.0
1080.5,2,2,4,2,25.5,19.15607,72.9926,14.98,0.61,0.86,7,0.61,8,0.86,2,1.47,1,1,4,0.1493,50811.0,0.9675,Mumbai,Furnished,No,No,11331926.0
1513.4,3,3,1,2,13.8,28.57308,77.15656,6.83,0.52,0.67,9,0.52,5,0.67,3,0.79,4,3,4,0.3215,76577.0,0.7464,Delhi,Furnished,No,Yes,14779920.0
1813.6,4,3,2,1,7.4,12.86334,77.60991,12.13,0.24,0.77,9,0.24,1,0.77,2,1.59,3,3,5,0.1891,94101.0,0.6088,Bangalore,Semi-Furnished,Yes,No,13247929.0
2999.9,5,4,1,2,6.0,17.38211,78.45313,3.57,0.31,0.37,12,0.31,5,0.37,3,1.01,5,1,8,0.3222,119776.0,0.7481,Hyderabad,Semi-Furnished,Yes,No,18982569.0
2198.4,3,2,1,1,6.2,18.40266,73.80032,14.35,0.38,1.28,10,0.38,5,1.28,2,1.12,4,3,3,0.02,82918.0,0.9101,Pune,Furnished,Yes,No,13207423.0
1257.1,3,3,1,1,14.5,19.05374,73.0325,16.43,0.66,1.18,6,0.66,4,1.18,2,2.2,3,2,7,0.2151,64801.0,0.6952,Mumbai,Semi-Furnished,No,No,12631660.0
1376.8,3,3,1,2,1.2,12.91467,77.36614,25.51,1.3,2.81,2,1.3,3,2.81,4,3.31,1,1,2,0.0656,62003.0,0.6173,Bangalore,Semi-Furnished,No,No,8715695.0
2743.6,4,3,1,3,2.7,28.56229,77.25028,7.0,0.4,1.24,10,0.4,3,1.24,0,0.91,4,2,9,0.1887,100416.0,0.3143,Delhi,Furnished,No,No,20561375.0
2582.3,4,4,1,0,35.9,17.39035,78.48164,0.8,0.35,0.56,7,0.35,5,0.56,4,1.01,4,3,11,0.1698,81440.0,0.7078,Hyderabad,Furnished,No,Yes,14841796.0
1868.3,4,3,2,0,0.0,12.80811,77.71214,22.16,0.78,1.58,4,0.78,0,1.58,0,2.71,1,0,5,0.1508,83038.0,0.8087,Bangalore,Furnished,Yes,No,13855350.0
1562.4,3,2,1,2,6.8,28.66113,77.18087,5.92,0.45,0.47,11,0.45,3,0.47,3,1.2,2,3,5,0.2098,76162.0,0.4785,Delhi,Semi-Furnished,Yes,No,12404502.0
2581.2,4,4,1,1,4.8,19.13151,72.87618,6.16,0.22,0.31,10,0.22,5,0.31,3,1.62,4,3,8,0.2715,120000.0,0.8059,Mumbai,Semi-Furnished,Yes,No,28847768.0
1204.3,2,3,1,2,8.3,19.07352,72.83857,4.11,0.2,0.71,9,0.2,6,0.71,1,0.76,4,3,4,0.3934,58425.0,0.4465,Mumbai,Unfurnished,No,No,11998677.0
2104.8,3,3,3,1,16.7,18.67467,73.8136,17.71,0.71,1.17,7,0.71,1,1.17,0,1.65,2,0,7,0.0795,72166.0,0.6289,Pune,Semi-Furnished,No,No,10813567.0
3327.2,5,5,1,3,7.1,28.70498,77.19658,10.18,0.49,0.92,9,0.49,3,0.92,3,1.77,5,0,5,0.1231,120000.0,0.848,Delhi,Unfurnished,Yes,No,24653781.0
1983.5,3,2,2,1,15.9,28.57263,77.08174,13.22,0.62,0.65,9,0.62,6,0.65,2,1.16,3,4,9,0.2696,82073.0,0.5174,Delhi,Unfurnished,No,Yes,13014601.0
1345.9,2,2,2,3,19.7,28.61689,77.13371,7.34,0.46,1.45,11,0.46,2,1.45,1,0.88,2,3,4,0.0579,59628.0,0.2859,Delhi,Furnished,No,No,9508874.0
2116.7,4,3,1,2,19.5,13.08006,80.25566,1.65,0.2,0.94,12,0.2,3,0.94,3,0.42,7,1,7,0.1914,80430.0,0.6,Chennai,Semi-Furnished,No,No,12124088.0
1544.5,3,3,1,3,0.5,28.74325,77.14635,15.6,0.38,0.8,7,0.38,0,0.8,2,1.33,2,1,4,0.2105,55335.0,0.692,Delhi,Unfurnished,No,Yes,12685869.0
943.8,2,2,2,0,25.0,12.92872,77.59595,4.76,0.5,0.37,9,0.5,3,0.37,4,0.63,5,3,8,0.2223,49319.0,0.5914,Bangalore,Unfurnished,Yes,No,8432273.0
2305.7,4,3,3,1,9.9,19.05196,72.86455,3.0,0.2,0.54,12,0.2,4,0.54,3,0.65,5,3,4,0.0263,120000.0,0.6557,Mumbai,Semi-Furnished,No,No,24783130.0
2576.6,4,4,3,0,15.1,18.57952,73.88617,7.26,0.34,0.71,14,0.34,6,0.71,2,1.21,5,1,3,0.1366,88402.0,0.6287,Pune,Semi-Furnished,No,No,15857322.0
1647.9,3,3,1,2,6.5,13.03882,80.29752,5.67,0.21,1.14,13,0.21,4,1.14,4,0.71,7,3,5,0.2607,79972.0,0.896,Chennai,Furnished,No,Yes,12427638.0
1604.8,3,3,1,1,39.2,13.18606,80.28775,11.62,0.65,0.94,7,0.65,5,0.94,0,1.15,3,4,8,0.3405,32074.0,0.5669,Chennai,Unfurnished,Yes,No,7585899.0
1225.0,2,2,1,1,18.0,19.15019,72.80167,11.46,0.23,0.83,5,0.23,1,0.83,3,0.94,2,3,6,0.1517,68598.0,0.5077,Mumbai,Unfurnished,Yes,No,10426164.0
1752.5,2,2,1,0,1.0,17.32314,78.47853,6.92,0.46,0.38,10,0.46,2,0.38,2,0.93,5,5,4,0.054,74806.0,0.6392,Hyderabad,Furnished,No,No,11911134.0
1484.5,3,3,4,2,12.1,28.54474,77.23561,8.1,0.25,0.62,12,0.25,1,0.62,0,1.38,5,1,1,0.1694,61167.0,0.8061,Delhi,Semi-Furnished,Yes,Yes,13622549.0
1192.8,3,3,1,2,10.1,12.96662,77.49526,10.76,0.52,1.05,8,0.52,5,1.05,1,1.49,2,1,6,0.5405,32323.0,0.25,Bangalore,Unfurnished,No,No,7284207.0
3079.9,5,4,1,0,1.6,18.549,73.83578,3.86,0.42,0.53,10,0.42,3,0.53,1,0.74,4,2,6,0.1143,105369.0,0.25,Pune,Semi-Furnished,No,No,16155958.0
2153.2,4,3,1,1,4.3,13.00762,80.34706,11.73,0.5,0.57,7,0.5,7,0.57,2,1.74,4,2,2,0.2152,52908.0,0.8098,Chennai,Furnished,Yes,No,12954336.0
2222.1,4,3,3,0,1.5,19.00959,72.84432,8.16,0.61,0.74,14,0.61,8,0.74,2,1.79,3,4,6,0.3035,115033.0,0.4505,Mumbai,Furnished,No,No,19929350.0
2424.2,5,4,2,3,6.8,19.0196,72.87367,6.27,0.66,0.86,10,0.66,5,0.86,2,1.42,6,3,3,0.2741,120000.0,0.9334,Mumbai,Semi-Furnished,No,Yes,27080650.0
2351.2,4,3,1,2,1.7,19.21684,72.78658,18.32,0.2,1.34,8,0.2,0,1.34,2,1.38,3,1,4,0.0868,120000.0,0.7334,Mumbai,Unfurnished,Yes,Yes,22643915.0
1581.5,3,3,1,1,8.3,18.49506,73.81453,5.25,0.33,1.0,8,0.33,4,1.0,4,0.77,2,5,8,0.096,50068.0,0.7513,Pune,Unfurnished,Yes,No,11199620.0
2027.2,4,3,1,1,37.2,13.04329,80.18746,10.01,0.34,0.83,8,0.34,4,0.83,4,1.59,3,1,3,0.1912,61496.0,0.8911,Chennai,Semi-Furnished,Yes,Yes,11476793.0
1675.1,3,2,1,1,11.8,17.42058,78.59898,12.53,0.61,1.24,13,0.61,4,1.24,2,1.71,1,1,6,0.2684,56683.0,0.3097,Hyderabad,Furnished,No,Yes,9502127.0
2135.0,3,3,3,2,8.3,19.12473,72.96879,10.98,0.6,0.67,8,0.6,0,0.67,3,1.2,1,4,4,0.1158,120000.0,0.6717,Mumbai,Furnished,No,Yes,21031070.0
2072.1,4,3,2,3,4.8,28.66147,77.23181,5.73,0.2,0.63,12,0.2,2,0.63,4,1.83,2,2,2,0.0901,119914.0,0.6166,Delhi,Furnished,Yes,No,17607971.0
1601.3,3,2,2,1,10.4,28.62035,77.18471,2.47,0.32,0.71,8,0.32,3,0.71,1,1.28,5,3,6,0.1393,82432.0,0.6286,Delhi,Semi-Furnished,No,No,13581693.0
986.0,2,3,2,1,24.8,18.52391,73.92685,7.39,0.27,0.44,10,0.27,4,0.44,2,0.71,4,2,6,0.5852,29609.0,0.2966,Pune,Semi-Furnished,Yes,No,6347241.0
1945.1,3,3,2,0,9.2,17.3908,78.32861,16.76,0.66,1.15,1,0.66,3,1.15,3,2.16,1,4,2,0.2009,54872.0,0.4745,Hyderabad,Semi-Furnished,No,No,10234902.0
1717.2,3,2,2,1,32.7,19.06088,72.86078,2.44,0.49,0.43,10,0.49,5,0.43,5,0.82,2,4,4,0.0721,91121.0,0.7958,Mumbai,Semi-Furnished,No,No,16007039.0
621.3,2,2,1,3,11.4,12.98798,77.61275,2.68,0.2,0.74,11,0.2,3,0.74,2,1.21,3,2,7,0.5851,36597.0,0.8302,Bangalore,Semi-Furnished,No,No,6767932.0
2180.0,4,3,2,3,22.8,13.1045,77.63171,15.29,0.53,1.16,9,0.53,3,1.16,0,1.79,4,2,4,0.305,88529.0,0.6736,Bangalore,Unfurnished,No,No,12377461.0
2477.5,4,3,2,1,4.2,28.61316,77.30705,9.55,0.26,0.31,8,0.26,4,0.31,2,0.97,4,2,3,0.132,96470.0,0.6286,Delhi,Furnished,No,No,19548712.0
3493.4,5,4,1,1,8.1,18.94213,72.91539,15.38,0.29,1.45,7,0.29,2,1.45,1,1.89,5,3,8,0.177,120000.0,0.7347,Mumbai,Semi-Furnished,Yes,No,30380307.0
1595.7,4,4,1,1,2.2,28.68411,77.27126,9.88,0.59,0.66,6,0.59,5,0.66,1,1.48,3,1,6,0.1548,69073.0,0.8033,Delhi,Semi-Furnished,No,No,13603089.0
1499.8,3,3,3,1,10.2,28.73288,77.2994,15.88,0.71,1.07,6,0.71,5,1.07,1,1.6,1,1,3,0.4206,65520.0,0.4413,Delhi,Semi-Furnished,No,No,10790059.0
1128.9,2,2,3,2,,28.6357,77.25905,5.44,0.2,0.37,12,0.2,3,0.37,1,1.46,4,4,13,0.1083,60074.0,0.6422,Delhi,Furnished,No,No,10772339.0
1985.6,3,3,1,1,3.2,18.65851,73.76762,17.97,0.79,1.08,1,0.79,1,1.08,0,2.11,4,0,4,0.1859,48263.0,0.4988,Pune,Unfurnished,Yes,No,9384413.0
1981.5,3,2,1,1,11.9,28.65047,77.22586,4.38,0.2,0.87,13,0.2,4,0.87,3,1.82,7,2,9,0.2037,100510.0,0.7323,Delhi,Semi-Furnished,No,No,16946921.0
1322.7,2,3,2,1,7.7,18.52079,73.82472,3.37,0.45,0.37,10,0.45,6,0.37,0,1.46,4,3,7,0.0941,41723.0,0.7149,Pune,Semi-Furnished,No,No,9612772.0
1736.3,3,3,2,1,29.7,13.05346,80.30412,4.86,0.2,0.78,10,0.2,3,0.78,1,0.93,5,3,5,0.4215,48115.0,0.25,Chennai,Semi-Furnished,No,No,7842083.0
563.9,2,2,2,1,13.1,19.08861,72.77285,11.09,0.44,0.86,7,0.44,6,0.86,3,1.45,4,2,4,0.2431,26142.0,0.421,Mumbai,Semi-Furnished,No,No,6975304.0
2452.1,5,4,3,1,2.9,19.06907,72.8756,0.8,0.29,0.77,10,0.29,7,0.77,2,0.89,5,3,6,0.4938,120000.0,0.8198,Mumbai,Semi-Furnished,Yes,No,27423150.0
1349.1,2,2,3,1,4.6,19.16076,72.84876,9.89,0.2,0.33,6,0.2,1,0.33,3,1.71,4,4,8,0.0504,81575.0,0.5941,Mumbai,Unfurnished,No,No,15886956.0
1827.5,3,3,1,2,9.0,17.30948,78.4623,8.77,0.35,1.15,7,0.35,4,1.15,1,1.68,1,2,4,0.2434,53166.0,0.2942,Hyderabad,Unfurnished,No,No,9311707.0
922.6,2,2,1,1,16.3,17.38448,78.50457,1.89,0.3,0.88,9,0.3,5,0.88,3,0.4,6,3,8,0.2809,30358.0,0.4004,Hyderabad,Furnished,Yes,No,8319694.0
1471.5,3,3,1,0,7.3,17.38078,78.51046,2.56,0.2,0.66,13,0.2,3,0.66,2,0.98,5,2,7,0.168,76153.0,0.9043,Hyderabad,Furnished,No,No,11490045.0
1668.3,2,2,3,0,13.9,17.35487,78.36712,13.1,0.4,1.29,11,0.4,3,1.29,2,1.85,2,2,4,0.1882,52797.0,0.6554,Hyderabad,Furnished,No,No,10357889.0
1842.7,3,3,2,2,15.8,28.57252,77.32352,12.07,0.62,1.13,7,0.62,4,1.13,1,1.6,3,3,5,0.2052,76216.0,0.3682,Delhi,Semi-Furnished,No,No,11997434.0
2161.8,4,3,3,1,3.5,12.93692,77.6342,5.76,0.35,0.95,9,0.35,4,0.95,1,0.89,2,0,6,0.25,86480.0,0.6075,Bangalore,Semi-Furnished,Yes,No,16540077.0
2785.4,5,4,2,1,0.7,19.07778,73.00707,13.57,0.41,1.22,7,0.41,5,1.22,2,1.46,2,4,6,0.1746,120000.0,0.8758,Mumbai,Furnished,Yes,No,29418816.0
2326.3,5,4,2,0,27.4,13.18357,80.33095,12.95,0.27,0.69,5,0.27,1,0.69,2,1.51,5,2,2,0.4326,69173.0,0.7686,Chennai,Furnished,Yes,No,11484701.0
2475.4,4,3,1,2,4.9,13.04734,77.52473,11.3,0.32,0.81,9,0.32,3,0.81,3,1.59,4,0,6,0.288,79032.0,0.525,Bangalore,Unfurnished,No,Yes,16878626.0
2790.0,4,3,1,1,5.1,13.04633,77.51164,12.22,0.44,0.92,7,0.44,3,0.92,3,1.49,3,1,3,0.2205,85536.0,0.5858,Bangalore,Semi-Furnished,Yes,Yes,19222296.0
2220.3,3,3,3,0,9.6,17.33852,78.37796,12.62,0.42,0.76,2,0.42,1,0.76,4,1.71,2,0,3,0.0329,64471.0,0.25,Hyderabad,Semi-Furnished,No,Yes,11638311.0
1826.1,4,3,2,1,2.8,17.38966,78.50045,1.55,0.2,0.74,13,0.2,2,0.74,0,1.03,2,1,6,0.296,66157.0,0.5124,Hyderabad,Semi-Furnished,Yes,No,12274408.0
2505.9,5,4,4,1,3.3,28.66527,77.20386,5.72,0.25,0.73,7,0.25,5,0.73,4,1.39,2,3,6,0.0281,104632.0,0.5648,Delhi,Semi-Furnished,No,Yes,21998317.0
2547.5,5,4,1,2,13.5,28.65284,77.19765,4.46,0.21,0.74,10,0.21,3,0.74,3,1.3,4,3,5,0.2542,119604.0,0.7172,Delhi,Furnished,Yes,No,17478828.0
2271.6,4,4,2,2,8.7,13.0724,80.22804,4.75,0.57,0.35,9,0.57,2,0.35,3,0.64,3,2,5,0.1487,80238.0,0.7524,Chennai,Furnished,Yes,Yes,15842945.0
904.5,2,2,2,2,2.6,28.60817,77.21621,0.95,0.51,0.3,13,0.51,5,0.3,3,1.07,4,4,11,0.1816,61945.0,0.8618,Delhi,Unfurnished,No,No,8973297.0
1303.1,3,2,1,1,11.5,13.13523,80.21549,8.34,0.4,0.84,8,0.4,3,0.84,2,1.6,3,2,5,0.0348,57270.0,0.5154,Chennai,Semi-Furnished,No,Yes,8944062.0
1671.3,4,3,2,3,0.2,13.03832,80.42749,17.65,0.67,1.13,9,0.67,3,1.13,3,1.1,2,1,4,0.1237,62416.0,0.8242,Chennai,Unfurnished,Yes,No,10808002.0
2356.8,4,3,3,1,2.0,19.0708,72.90378,2.8,0.55,0.43,14,0.55,6,0.43,4,0.57,3,4,9,0.02,120000.0,0.6168,Mumbai,Semi-Furnished,No,Yes,28896715.0
1836.1,3,3,2,1,2.0,17.32381,78.558,10.16,0.57,0.75,8,0.57,3,0.75,5,1.41,4,2,1,0.2491,54276.0,0.7517,Hyderabad,Semi-Furnished,No,No,12943418.0
2589.0,4,3,2,1,18.1,13.21291,80.26175,14.49,0.39,1.0,12,0.39,5,1.0,3,1.76,1,0,4,0.1144,53038.0,0.5186,Chennai,Furnished,Yes,No,12316632.0
2704.9,4,3,2,1,18.2,28.55224,77.02914,18.82,0.7,1.35,4,0.7,3,1.35,0,1.83,1,2,2,0.1284,103501.0,0.4758,Delhi,Semi-Furnished,Yes,Yes,15170434.0
2629.5,4,3,2,0,18.2,12.98209,77.57196,2.71,0.28,0.72,9,0.28,5,0.72,4,1.3,4,5,8,0.2263,73293.0,0.5866,Bangalore,,Yes,No,19575126.0
2633.6,4,4,3,1,2.5,13.03665,77.39015,23.26,1.03,1.66,9,1.03,0,1.66,1,3.03,1,1,3,0.1799,117594.0,0.709,Bangalore,Semi-Furnished,Yes,Yes,17992498.0
1176.0,3,3,2,2,2.5,18.55597,73.85075,4.0,0.2,0.55,13,0.2,4,0.55,3,0.83,2,4,6,0.2813,57336.0,0.5695,Pune,Semi-Furnished,No,No,8590039.0
2163.7,4,4,1,1,2.1,17.48003,78.79183,34.0,0.78,2.1,5,0.78,2,2.1,2,3.44,3,3,2,0.0999,71397.0,0.4081,Hyderabad,Semi-Furnished,No,No,11361001.0
1455.1,2,2,2,3,2.0,28.5878,77.23899,4.12,0.4,0.48,12,0.4,4,0.48,3,0.87,2,4,3,0.0617,82737.0,0.3463,Delhi,Semi-Furnished,No,No,11518999.0
778.1,2,3,4,1,7.9,28.59994,77.18432,2.86,0.36,0.54,13,0.36,3,0.54,1,0.94,4,5,7,0.0378,40415.0,0.5233,Delhi,Semi-Furnished,No,No,8154416.0
1663.1,3,3,3,0,2.0,28.60935,77.24807,3.84,0.42,0.37,11,0.42,3,0.37,4,0.83,2,2,5,0.2409,87713.0,0.6444,Delhi,Semi-Furnished,Yes,No,14711740.0
2711.1,5,5,2,0,5.3,12.92067,77.62496,6.54,0.24,0.3,8,0.24,6,0.3,3,1.3,1,2,6,0.1411,120000.0,0.4848,Bangalore,Unfurnished,No,Yes,20420659.0
2149.5,3,3,1,2,5.4,18.96404,72.79657,15.06,0.3,0.69,3,0.3,3,0.69,0,1.92,5,3,4,0.3609,80075.0,0.4188,Mumbai,Unfurnished,No,No,17173257.0
3161.6,5,4,3,1,28.3,19.09292,72.84055,4.33,0.26,0.85,9,0.26,5,0.85,6,1.03,4,0,10,0.4741,120000.0,0.709,Mumbai,Semi-Furnished,Yes,No,28289036.0
1965.2,3,3,1,1,7.0,28.53776,77.22578,8.61,0.2,0.84,10,0.2,6,0.84,3,0.89,0,4,7,0.0716,104255.0,0.6387,Delhi,Furnished,No,No,16302756.0
3441.1,5,4,1,1,34.2,17.33889,78.455,6.12,0.2,0.82,13,0.2,5,0.82,3,1.11,6,0,4,0.3485,95662.0,0.2695,Hyderabad,Semi-Furnished,Yes,No,14723619.0
1965.4,3,3,1,2,5.4,13.0513,80.25637,3.81,0.46,0.56,10,0.46,5,0.56,2,0.4,2,3,9,0.0697,69006.0,0.7061,Chennai,Furnished,No,No,11834643.0
1864.6,4,3,2,1,1.2,18.60534,73.89347,10.19,0.37,0.63,4,0.37,2,0.63,2,1.32,2,2,5,0.3391,73864.0,0.5646,Pune,Unfurnished,No,Yes,12636710.0
1018.4,2,2,1,0,20.2,13.05674,77.71166,15.8,0.46,1.47,10,0.46,5,1.47,2,1.27,4,2,6,0.2325,29956.0,0.6661,Bangalore,Semi-Furnished,Yes,No,6929634.0
2571.9,3,2,1,2,1.2,28.60859,77.28658,7.58,0.23,0.98,12,0.23,3,0.98,3,0.82,3,3,10,0.2093,88874.0,0.8024,Delhi,Unfurnished,No,No,20583114.0
1523.6,3,3,2,3,8.5,28.78003,77.25562,18.99,0.57,1.59,5,0.57,4,1.59,3,2.01,4,1,7,0.4343,65503.0,0.7563,Delhi,Semi-Furnished,No,Yes,11503690.0
1429.4,3,3,2,2,19.5,12.95333,77.57262,3.12,0.36,0.3,12,0.36,6,0.3,3,1.16,2,2,5,0.4012,60194.0,0.7864,Bangalore,Semi-Furnished,Yes,No,12397263.0
2682.8,4,3,1,0,3.9,13.02699,77.54265,8.33,0.46,1.16,8,0.46,5,1.16,0,1.0,4,3,7,0.4086,110758.0,0.4802,Bangalore,Semi-Furnished,Yes,No,18069922.0
2602.8,4,3,1,2,1.4,18.58153,73.83191,7.27,0.2,0.79,7,0.2,5,0.79,2,1.4,5,4,4,0.2866,98870.0,0.7132,Pune,Unfurnished,No,No,15113120.0
2585.8,5,3,2,1,0.8,19.07811,72.90666,3.05,0.35,0.55,11,0.35,2,0.55,2,1.39,6,2,2,0.3246,120000.0,0.9227,Mumbai,Unfurnished,Yes,Yes,32084646.0
1614.6,3,3,1,0,14.0,19.08874,72.8143,6.8,0.65,0.86,6,0.65,7,0.86,1,1.05,3,4,7,0.2727,71101.0,0.8577,Mumbai,Semi-Furnished,Yes,No,15717859.0
1816.9,3,3,1,1,0.0,12.98697,77.51971,8.28,0.27,1.03,10,0.27,5,1.03,1,0.98,2,2,7,0.1871,64971.0,0.6785,Bangalore,Semi-Furnished,No,Yes,14271235.0
1811.1,4,4,4,3,10.4,28.61821,77.16812,4.01,0.4,0.84,11,0.4,2,0.84,1,1.06,0,1,5,0.5102,109307.0,0.8612,Delhi,Semi-Furnished,Yes,No,15700224.0
2358.6,3,3,2,1,14.7,19.08015,72.83683,4.31,0.3,0.85,8,0.3,4,0.85,1,0.56,6,2,5,0.2807,120000.0,0.25,Mumbai,Furnished,No,Yes,20857928.0
2859.8,5,4,1,0,0.9,12.87355,77.61916,11.2,0.44,0.81,10,0.44,3,0.81,2,0.97,3,2,3,0.0888,120000.0,0.6287,Bangalore,Unfurnished,No,No,20359964.0
2089.3,4,3,2,1,0.4,18.45651,73.82582,7.8,0.51,0.5,6,0.51,5,0.5,1,1.13,3,2,2,0.5876,84224.0,0.6181,Pune,Furnished,No,Yes,13620083.0
3133.7,5,4,2,1,1.2,13.0003,77.48589,12.18,0.51,0.84,5,0.51,0,0.84,4,1.22,3,3,6,0.2238,120000.0,0.25,Bangalore,Furnished,Yes,Yes,20853067.0
